MTHFR	chr1	11785723	11806920
CLCN6	chr1	11806096	11848079
KIAA2013	chr1	11919591	11926428
PLOD1	chr1	11934205	11975538
MFN2	chr1	11980181	12013514
MIIP	chr1	12019466	12032045
TNFRSF1B	chr1	12166991	12209228
VPS13D	chr1	12230030	12512047
DHRS3	chr1	12567910	12618210
C1orf158	chr1	12746200	12763699
PDPN	chr1	13583465	13617957
PRDM2	chr1	13700198	13825079
KAZN	chr1	13892792	15118043
TMEM51	chr1	15152532	15220478
FHAD1	chr1	15247272	15400283
EFHD2	chr1	15409888	15430339
CASP9	chr1	15490832	15526534
DNAJC16	chr1	15526813	15592379
AGMAT	chr1	15571699	15585051
PLEKHM2	chr1	15684320	15734769
FBLIM1	chr1	15756607	15786594
UQCRHL	chr1	15807169	15809348
SPEN	chr1	15847707	15940456
ZBTB17	chr1	15941869	15976132
HSPB7	chr1	16014028	16019594
CLCNKB	chr1	16043736	16057308
EPHA2	chr1	16124337	16156069
ARHGEF19	chr1	16197854	16212652
FBXO42	chr1	16246840	16352480
SZRD1	chr1	16352575	16398145
NECAP2	chr1	16440721	16460078
NBPF1	chr1	16562319	16613562
CROCCP2	chr1	16618253	16657232
CROCC	chr1	16740273	16972964
ATP13A2	chr1	16985958	17011928
SDHB	chr1	17018722	17054170
PADI2	chr1	17066761	17119451
RCC2	chr1	17406760	17439677
ARHGEF10L	chr1	17539698	17697874
KLHDC7A	chr1	18480982	18486126
ALDH4A1	chr1	18871430	18902724
IFFO2	chr1	18904280	18956676
UBR4	chr1	19074510	19210266
EMC1	chr1	19215660	19251527
MRTO4	chr1	19251805	19260128
AKR7A3	chr1	19282573	19288770
AKR7A2	chr1	19303965	19312146
PQLC2	chr1	19312326	19329300
CAPZB	chr1	19338775	19485539
TMCO4	chr1	19682213	19799945
OTUD3	chr1	19882395	19912945
PLA2G2A	chr1	19975431	19980416
PLA2G5	chr1	20028179	20091911
UBXN10-AS1	chr1	20184242	20186486
UBXN10	chr1	20186096	20196050
CAMK2N1	chr1	20482391	20486210
MUL1	chr1	20499448	20508151
PINK1	chr1	20633458	20651511
DDOST	chr1	20651767	20661544
KIF17	chr1	20664014	20718017
HP1BP3	chr1	20742679	20787323
EIF4G3	chr1	20806292	21176888
ECE1	chr1	21217247	21345572
ALPL	chr1	21509397	21578410
RAP1GAP	chr1	21596215	21669363
USP48	chr1	21678298	21783606
HSPG2	chr1	21822244	21937310
LINC00339	chr1	22024558	22031223
CDC42	chr1	22025511	22101360
WNT4	chr1	22117313	22143969
ZBTB40	chr1	22428838	22531157
C1QA	chr1	22636628	22639678
C1QC	chr1	22643633	22648110
C1QB	chr1	22652762	22661637
EPHB2	chr1	22710839	22921500
KDM1A	chr1	23019443	23083689
LUZP1	chr1	23084023	23177808
HNRNPR	chr1	23303771	23344336
ZNF436	chr1	23359448	23369836
ZNF436-AS1	chr1	23368997	23371839
TCEA3	chr1	23381061	23424740
ASAP3	chr1	23428563	23484568
ID3	chr1	23557926	23559501
RPL11	chr1	23691742	23696835
PITHD1	chr1	23778418	23788232
LYPLA2	chr1	23791145	23795539
GALE	chr1	23795599	23800781
HMGCL	chr1	23801885	23838620
FUCA1	chr1	23845077	23868294
PNRC2	chr1	23956839	23963462
SRSF10	chr1	23964804	23980927
IFNLR1	chr1	24154168	24187959
STPG1	chr1	24356999	24416934
NIPAL3	chr1	24415802	24472976
RCAN3	chr1	24502351	24541040
SRRM1	chr1	24631716	24673281
CLIC4	chr1	24745382	24844321
RUNX3	chr1	24899511	24965121
SYF2	chr1	25222276	25232502
RSRP1	chr1	25242249	25338213
TMEM50A	chr1	25338317	25362361
LDLRAP1	chr1	25543580	25568886
MAN1C1	chr1	25617468	25786207
MTFR1L	chr1	25818640	25832942
PAQR7	chr1	25861210	25871253
STMN1	chr1	25884181	25906991
PAFAH2	chr1	25959767	25998117
PDIK1L	chr1	26111165	26125555
ZNF593	chr1	26169908	26170873
CNKSR1	chr1	26177484	26189884
CEP85	chr1	26234200	26278808
SH3BGRL3	chr1	26280086	26281522
UBXN11	chr1	26281328	26318363
CD52	chr1	26317958	26320523
DHDDS	chr1	26432282	26471306
HMGN2	chr1	26472440	26476642
RPS6KA1	chr1	26529761	26575030
ARID1A	chr1	26693236	26782104
PIGV	chr1	26787472	26798398
ZDHHC18	chr1	26826688	26857604
SFN	chr1	26863149	26864456
GPN2	chr1	26876132	26890283
GPATCH3	chr1	26890488	26900467
NUDC	chr1	26900238	26946871
KDF1	chr1	26949562	26960468
TRNP1	chr1	26993692	27000886
SLC9A1	chr1	27098809	27166981
WDTC1	chr1	27234632	27308636
TMEM222	chr1	27322145	27336400
ACTG1P20	chr1	27325329	27325796
SYTL1	chr1	27342020	27353937
MAP3K6	chr1	27354067	27366961
CD164L2	chr1	27379176	27383333
WASF2	chr1	27404230	27490167
AHDC1	chr1	27534035	27604431
FGR	chr1	27612064	27635185
IFI6	chr1	27666064	27672198
FAM76A	chr1	27725979	27763122
STX12	chr1	27773219	27824443
PPP1R8	chr1	27830782	27851676
THEMIS2	chr1	27872543	27886685
RPA2	chr1	27891524	27914746
SMPDL3B	chr1	27935000	27959157
EYA3	chr1	27970344	28088637
PTAFR	chr1	28147166	28193936
DNAJC8	chr1	28199456	28233029
SESN2	chr1	28259518	28282491
MED18	chr1	28329002	28335965
PHACTR4	chr1	28369582	28500364
SNHG3	chr1	28505980	28510892
RCC1	chr1	28505943	28539300
TRNAU1AP	chr1	28553085	28578545
SNHG12	chr1	28578538	28583132
SNORD99	chr1	28578749	28578822
TAF12	chr1	28589323	28643085
GMEB1	chr1	28668732	28719353
YTHDF2	chr1	28736621	28769775
EPB41	chr1	28887091	29120046
TMEM200B	chr1	29119429	29123903
SRSF4	chr1	29147743	29181900
MECR	chr1	29192873	29230942
PTPRU	chr1	29236516	29326813
LAPTM5	chr1	30732469	30757774
SDC3	chr1	30869466	30908758
PUM1	chr1	30931506	31065991
SNRNP40	chr1	31259568	31296788
ZCCHC17	chr1	31296982	31364953
FABP3	chr1	31365625	31376850
SERINC2	chr1	31409565	31434680
TINAGL1	chr1	31576485	31587686
PEF1	chr1	31629866	31644896
COL16A1	chr1	31652263	31704319
ADGRB2	chr1	31727117	31764893
PTP4A2	chr1	31906421	31944856
KHDRBS1	chr1	32013868	32060850
TMEM39B	chr1	32072031	32102866
KPNA6	chr1	32108056	32176563
TXLNA	chr1	32179675	32198285
CCDC28B	chr1	32200386	32205387
TMEM234	chr1	32214472	32222359
EIF3I	chr1	32221928	32231604
MTMR9LP	chr1	32231658	32241620
LCK	chr1	32251239	32286165
HDAC1	chr1	32292083	32333635
MARCKSL1	chr1	32333839	32336233
FAM229A	chr1	32361270	32364278
BSDC1	chr1	32365103	32394731
ZBTB8A	chr1	32539427	32605941
ZBTB8OS	chr1	32600172	32650903
RBBP4	chr1	32651142	32686211
SYNC	chr1	32680360	32703596
KIAA1522	chr1	32741830	32774970
YARS	chr1	32775237	32818153
S100PBP	chr1	32816767	32858875
TMEM54	chr1	32894594	32901438
RNF19B	chr1	32936445	32964685
AK2	chr1	33007940	33080996
AZIN2	chr1	33081104	33123492
TRIM62	chr1	33145399	33182059
ZNF362	chr1	33256492	33300719
PHC2	chr1	33323623	33431052
GJB3	chr1	34781214	34786369
GJA4	chr1	34792999	34795747
SMIM12	chr1	34712737	34859755
ZMYM6	chr1	34986165	35031945
ZMYM1	chr1	35032172	35115859
SFPQ	chr1	35176378	35193145
ZMYM4	chr1	35268967	35422058
KIAA0319L	chr1	35433492	35557950
NCDN	chr1	35557473	35567274
PSMB2	chr1	35599541	35641526
C1orf216	chr1	35713877	35718894
CLSPN	chr1	35720218	35769978
AGO4	chr1	35808016	35857890
AGO1	chr1	35869808	35930532
AGO3	chr1	35930718	36072500
TEKT2	chr1	36084094	36088275
ADPRHL2	chr1	36088892	36093932
COL8A2	chr1	36095239	36125222
TRAPPC3	chr1	36136570	36156053
MAP7D1	chr1	36155579	36180849
THRAP3	chr1	36224432	36305357
EVA1B	chr1	36322031	36324154
STK40	chr1	36339624	36385896
LSM10	chr1	36391238	36397908
OSCP1	chr1	36415827	36450451
MRPS15	chr1	36455718	36464384
CSF3R	chr1	36466043	36483278
ZC3H12A	chr1	37474580	37484377
MEAF6	chr1	37492575	37514774
SNIP1	chr1	37534449	37554293
DNALI1	chr1	37556919	37566857
GNL2	chr1	37566816	37595937
RSPO1	chr1	37611350	37634892
C1orf109	chr1	37681570	37692249
CDCA8	chr1	37692481	37709719
MANEAL	chr1	37793802	37801137
YRDC	chr1	37802945	37808208
C1orf122	chr1	37806979	37809454
MTF1	chr1	37809574	37859592
INPP5B	chr1	37860697	37947057
SF3A3	chr1	37956975	37990075
FHL3	chr1	37996770	38005606
POU3F1	chr1	38044611	38046794
RRAGC	chr1	38838198	38859772
AKIRIN1	chr1	38991276	39006059
NDUFS5	chr1	39026318	39034636
MACF1	chr1	39081316	39487177
BMP8A	chr1	39491636	39529869
PPIEL	chr1	39522280	39559671
PABPC4	chr1	39560816	39576790
HEYL	chr1	39623435	39639643
PPIE	chr1	39692182	39763914
TRIT1	chr1	39838110	39883511
MYCL	chr1	39895426	39902256
MFSD2A	chr1	39955112	39969968
CAP1	chr1	40040233	40072649
PPT1	chr1	40071461	40097727
RLF	chr1	40161387	40240921
ZMPSTE24	chr1	40258236	40294180
COL9A2	chr1	40300489	40317813
SMAP2	chr1	40344850	40423326
EXO5	chr1	40508741	40516556
ZNF684	chr1	40531573	40548167
NFYC	chr1	40691648	40771603
CITED4	chr1	40861051	40862366
CTPS1	chr1	40979688	41012565
SCMH1	chr1	41027200	41242154
FOXO6	chr1	41361922	41383590
EDN2	chr1	41478775	41484683
HIVEP3	chr1	41506365	42035925
FOXJ3	chr1	42176539	42335877
PPCS	chr1	42456117	42473385
CCDC30	chr1	42463221	42657190
PPIH	chr1	42658423	42676758
YBX1	chr1	42682418	42703805
P3H1	chr1	42746335	42767084
C1orf50	chr1	42767249	42779491
SVBP	chr1	42807052	42817397
ERMAP	chr1	42817122	42844991
ZNF691	chr1	42846573	42852477
SLC2A1	chr1	42925375	42959176
FAM183A	chr1	43145153	43156396
EBNA1BP2	chr1	43164175	43270936
CFAP57	chr1	43172149	43254358
TMEM125	chr1	43269983	43274002
C1orf210	chr1	43281883	43285617
TIE1	chr1	43300982	43323108
CDC20	chr1	43358981	43363203
ELOVL1	chr1	43363398	43368074
MED8	chr1	43383917	43389808
SZT2	chr1	43389882	43454247
HYI	chr1	43451003	43453989
PTPRF	chr1	43525187	43623666
KDM4A	chr1	43650149	43705518
ST3GAL3	chr1	43705824	43931165
ARTN	chr1	43933320	43937240
IPO13	chr1	43946950	43968022
DPH2	chr1	43970000	43973369
ATP6V0B	chr1	43974487	43978295
B4GALT2	chr1	43978943	43991170
CCDC24	chr1	43991359	43996528
SLC6A9	chr1	43991500	44031467
DMAP1	chr1	44213455	44220681
ERI3	chr1	44221070	44355260
RNF220	chr1	44405194	44651724
TMEM53	chr1	44635238	44674481
KIF2C	chr1	44739818	44767767
RPS8	chr1	44775251	44778779
BEST4	chr1	44783585	44788170
PLK3	chr1	44800377	44805990
TCTEX1D4	chr1	44805913	44806675
EIF2B3	chr1	44850522	44986722
HECTD3	chr1	45002540	45011324
UROD	chr1	45010950	45015575
MUTYH	chr1	45329163	45340470
TOE1	chr1	45340052	45343973
PRDX1	chr1	45511036	45523047
AKR1A1	chr1	45550543	45570049
NASP	chr1	45583846	45618904
CCDC17	chr1	45620044	45624057
GPBP1L1	chr1	45627304	45688113
RPS15AP10	chr1	45645816	45646197
TMEM69	chr1	45688181	45694436
IPP	chr1	45694324	45750650
MAST2	chr1	45786987	46036122
PIK3R3	chr1	46040140	46133036
TSPAN1	chr1	46175073	46185962
POMGNT1	chr1	46188682	46220305
LRRC41	chr1	46261196	46303608
UQCRH	chr1	46303698	46316776
NSUN4	chr1	46340177	46365152
FAAH	chr1	46394317	46413848
MKNK1	chr1	46557408	46616843
MOB3C	chr1	46607715	46616891
ATPAF1	chr1	46632737	46673867
EFCAB14	chr1	46675159	46719114
CYP4B1	chr1	46757838	46819413
CYP4X1	chr1	47023669	47050751
PDZK1IP1	chr1	47183582	47191044
STIL	chr1	47250139	47314147
CMPK1	chr1	47333797	47378839
TRABD2B	chr1	47760528	47997385
SPATA6	chr1	48295373	48472208
BEND5	chr1	48727519	48776969
FAF1	chr1	50437028	50960267
CDKN2C	chr1	50960745	50974634
RNF11	chr1	51236273	51273447
TTC39A	chr1	51287258	51345116
EPS15	chr1	51354263	51519266
OSBPL9	chr1	51577179	51798427
TXNDC12	chr1	52020131	52056171
BTF3L4	chr1	52056199	52090716
CC2D1B	chr1	52345723	52366193
PRPF38A	chr1	52404602	52420836
GPX7	chr1	52602371	52609051
COA7	chr1	52684449	52698347
ZYG11B	chr1	52726453	52827336
ECHDC2	chr1	52895910	52927212
SCP2	chr1	52927276	53051698
PODN	chr1	53062052	53085502
CPT2	chr1	53196792	53214197
MAGOH	chr1	53226900	53238518
LRP8	chr1	53242356	53328469
NDC1	chr1	53765478	53838463
YIPF1	chr1	53851719	53889798
HSPB11	chr1	53916574	53945929
LRRC42	chr1	53946085	53968168
LDLRAD1	chr1	54007298	54018186
TMEM59	chr1	54026681	54053504
TCEANC2	chr1	54053584	54112519
MRPL37	chr1	54184041	54225464
SSBP3	chr1	54225432	54413479
MROH7	chr1	54641754	54710266
DHCR24	chr1	54849627	54887195
TMEM61	chr1	54980628	54992288
USP24	chr1	55066359	55215364
PRKAA2	chr1	56645314	56715335
OMA1	chr1	58415384	58546802
TACSTD2	chr1	58575423	58577773
MYSM1	chr1	58643440	58700077
JUN	chr1	58780788	58784327
FGGY	chr1	59296638	59810647
HOOK1	chr1	59814786	59876370
NFIA	chr1	60865259	61462788
TM2D1	chr1	61681046	61725423
USP1	chr1	62436297	62451804
DOCK7	chr1	62454298	62688368
ATG4C	chr1	62784132	62865516
ALG6	chr1	63367575	63438553
ITGB3BP	chr1	63440770	63593721
EFCAB7	chr1	63523372	63572693
PGM1	chr1	63593411	63660245
ROR1	chr1	63774017	64181498
CACHD1	chr1	64470129	64693058
RAVER2	chr1	64745095	64833232
JAK1	chr1	64833229	64966549
AK4	chr1	65147549	65232145
LEPROT	chr1	65420587	65436007
LEPR	chr1	65420652	65641559
PDE4B	chr1	65792514	66374579
SGIP1	chr1	66533383	66751139
WDR78	chr1	66812885	66924856
MIER1	chr1	66924895	66988619
SLC35D1	chr1	66999350	67054148
SERBP1	chr1	67407810	67430415
GADD45A	chr1	67685201	67688334
GNG12	chr1	67701475	67833467
DIRAS3	chr1	68045896	68051631
WLS	chr1	68098473	68233120
PIN1P1	chr1	69919322	69920317
LRRC40	chr1	70144805	70205579
SRSF11	chr1	70205682	70253052
ANKRD13C	chr1	70258999	70354734
HHLA3	chr1	70354805	70385339
CTH	chr1	70411218	70439851
PTGER3	chr1	70852353	71047808
ZRANB2	chr1	71063291	71081289
NEGR1	chr1	71395943	72282539
FPGT	chr1	74198212	74234086
ERICH3	chr1	74568117	74673792
CRYZ	chr1	74705482	74733408
TYW3	chr1	74733152	74766678
SLC44A5	chr1	75202131	75611116
ACADM	chr1	75724347	75787575
DLSTP1	chr1	75743423	75744776
RABGGTB	chr1	75786197	75795086
ST6GALNAC5	chr1	76867480	77067546
PIGK	chr1	77088989	77219430
USP33	chr1	77695987	77759852
NEXN	chr1	77888513	77943895
FUBP1	chr1	77944055	77979110
DNAJB4	chr1	77979175	78017964
IFI44L	chr1	78619922	78646145
IFI44	chr1	78649796	78664078
ADGRL4	chr1	78889764	79282124
ADGRL2	chr1	81306160	81992436
TTLL7	chr1	83865024	83999150
PRKACB	chr1	84078062	84238498
RPF1	chr1	84479259	84498352
GNG5	chr1	84498325	84506581
CTBS	chr1	84549611	84574480
SSX2IP	chr1	84643707	84690803
LPAR3	chr1	84811602	84893206
MCOLN2	chr1	84925583	84997113
MCOLN3	chr1	85018082	85048500
C1orf52	chr1	85249953	85259672
BCL10	chr1	85265776	85276632
DDAH1	chr1	85318481	85578363
ZNHIT6	chr1	85649417	85708433
COL24A1	chr1	85729233	86156943
ODF2L	chr1	86346824	86396342
SH3GLB1	chr1	86704570	86748184
HS2ST1	chr1	86914635	87109982
LINC01140	chr1	87129765	87169198
LMO4	chr1	87328880	87348923
PKN2	chr1	88684222	88836255
GTF2B	chr1	88852633	88891944
RBMXL1	chr1	88979456	88992960
GBP3	chr1	89006679	89022894
GBP1	chr1	89052319	89065230
GBP2	chr1	89106132	89150456
GBP4	chr1	89181144	89198942
GBP5	chr1	89258950	89272804
LRRC8B	chr1	89524836	89597864
LRRC8C	chr1	89633072	89769903
LRRC8D	chr1	89821014	89936611
ZNF326	chr1	89995110	90035533
ZNF644	chr1	90915298	91022272
CDC7	chr1	91500851	91525764
TGFBR3	chr1	91680343	91906335
GLMN	chr1	92246402	92298987
RPAP2	chr1	92299059	92402056
EVI5	chr1	92508696	92792404
RPL5	chr1	92832013	92841924
MTF2	chr1	93079235	93139079
TMED5	chr1	93149742	93180516
CCDC18	chr1	93179919	93278730
DR1	chr1	93345907	93369493
FNBP1L	chr1	93448131	93554661
BCAR3	chr1	93561741	93847150
DNTTIP2	chr1	93866284	93879918
GCLM	chr1	93885199	93909456
ARHGAP29	chr1	94148988	94275068
ABCD3	chr1	94418389	94518666
F3	chr1	94529173	94541759
SLC44A3	chr1	94820342	94895246
CNN3	chr1	94896949	94927223
ALG14	chr1	94974405	95072951
TMEM56	chr1	95117355	95197607
RWDD3	chr1	95234210	95247225
PTBP2	chr1	96721665	96823738
DPYD	chr1	97077743	97995000
SNX7	chr1	98661701	98760500
PALMD	chr1	99646113	99694541
AGL	chr1	99850361	99924023
SLC35A3	chr1	99969351	100035634
TRMT13	chr1	100133150	100150498
DBT	chr1	100186919	100249834
RTCA	chr1	100266207	100292769
CDC14A	chr1	100345001	100520277
VCAM1	chr1	100719742	100739045
EXTL2	chr1	100872372	100895179
SLC30A7	chr1	100896076	100981757
DPH5	chr1	100989623	101026088
S1PR1	chr1	101236865	101243713
COL11A1	chr1	102876467	103108872
RNPC3	chr1	103525691	103555239
AMY2B	chr1	103553815	103579534
PRMT6	chr1	107056679	107067636
VAV3	chr1	107571161	107965180
SLC25A24	chr1	108134043	108200849
FAM102B	chr1	108560089	108644900
HENMT1	chr1	108648290	108661526
PRPF38B	chr1	108692310	108702928
STXBP3	chr1	108746674	108809523
GPSM2	chr1	108875350	108934545
CLCC1	chr1	108929508	108963457
WDR47	chr1	108970214	109042113
TMEM167B	chr1	109089803	109096934
C1orf194	chr1	109105951	109113857
KIAA1324	chr1	109113679	109206781
SARS	chr1	109213918	109238182
CELSR2	chr1	109249539	109275751
PSRC1	chr1	109279556	109283186
SORT1	chr1	109309568	109397918
PSMA5	chr1	109399042	109426448
ATXN7L2	chr1	109483479	109492804
CYB561D1	chr1	109494052	109502932
GNAI3	chr1	109548615	109618324
AMPD2	chr1	109616104	109632053
GSTM4	chr1	109656099	109674836
GSTM5	chr1	109711780	109775428
GSTM3	chr1	109733932	109741038
CSF1	chr1	109910242	109930992
AHCYL1	chr1	109984765	110023742
STRIP1	chr1	110031577	110074641
KCNC4	chr1	110211343	110283100
RBM15	chr1	110338506	110346681
SLC16A4	chr1	110362851	110391082
LAMTOR5	chr1	110401249	110407942
PROK1	chr1	110451149	110457358
KCNA3	chr1	110672465	110674940
CD53	chr1	110871188	110899922
LRIF1	chr1	110947190	110963965
DRAM2	chr1	111117333	111140216
CEPT1	chr1	111139627	111185104
DENND2D	chr1	111185969	111204535
PIFO	chr1	111346600	111353013
OVGP1	chr1	111414314	111427777
WDR77	chr1	111439890	111449256
C1orf162	chr1	111473792	111478512
ADORA3	chr1	111499429	111503760
RAP1A	chr1	111542218	111716691
DDX20	chr1	111755245	111768000
CTTNBP2NL	chr1	112396214	112463456
ST7L	chr1	112523514	112620825
CAPZA1	chr1	112619805	112671616
MOV10	chr1	112673141	112700746
RHOC	chr1	112701106	112707434
PPM1J	chr1	112709994	112715477
SLC16A1	chr1	112911847	112957013
LRIG2	chr1	113073198	113132260
MAGI3	chr1	113390515	113685923
PHTF1	chr1	113696831	113759489
RSBN1	chr1	113761832	113812476
PTPN22	chr1	113813811	113871753
BCL2L15	chr1	113876816	113887581
AP4B1	chr1	113894194	113905201
DCLRE1B	chr1	113905213	113914086
HIPK1	chr1	113929324	113977869
OLFML3	chr1	113979391	114035572
TRIM33	chr1	114392790	114511203
BCAS2	chr1	114567557	114581629
NRAS	chr1	114704469	114716771
CSDE1	chr1	114716913	114758676
SIKE1	chr1	114769479	114780685
TSPAN2	chr1	115048011	115089503
NGF	chr1	115285918	115338236
VANGL1	chr1	115641970	115698224
CASQ2	chr1	115700007	115768781
ATP1A1	chr1	116372668	116410261
CD58	chr1	116514534	116571039
IGSF3	chr1	116574399	116667755
CD2	chr1	116754430	116769229
PTGFRN	chr1	116909916	116990353
TTF2	chr1	117060326	117107453
TRIM45	chr1	117111060	117122587
VTCN1	chr1	117143587	117210960
MAN1A2	chr1	117367449	117528872
GDAP2	chr1	117863485	117929621
WDR3	chr1	117929720	117966543
SPAG17	chr1	117953861	118185223
WARS2	chr1	119031216	119140671
ZNF697	chr1	119619377	119648266
PHGDH	chr1	119648411	119744226
NOTCH2	chr1	119911553	120100779
SRGAP2B	chr1	144887265	145095528
EMBP1	chr1	121519112	121575702
PDE4DIP	chr1	148808181	149048286
SEC22B	chr1	120150898	120176515
NBPF10	chr1	146064699	146229000
TXNIP	chr1	145992435	145996600
POLR3GL	chr1	145964690	145978848
LIX1L	chr1	145933423	145958017
RBM8A	chr1	145917714	145927678
PEX11B	chr1	145911350	145918717
ITGA10	chr1	145891208	145910111
ANKRD35	chr1	145866560	145885866
PIAS3	chr1	145848522	145859836
POLR3C	chr1	145824088	145844402
RNF115	chr1	145738868	145824095
GPR89A	chr1	145607988	145670650
PRKAB2	chr1	147155106	147172550
PDIA3P1	chr1	147172744	147179622
CHD1L	chr1	147242654	147295765
BCL9	chr1	147541501	147626216
ACP6	chr1	147629652	147670524
GJA5	chr1	147756199	147773362
FCGR1A	chr1	149782671	149792518
HIST2H2BE	chr1	149884459	149886652
HIST2H2AC	chr1	149886975	149887364
BOLA1	chr1	149887890	149900798
SV2A	chr1	149903318	149917844
SF3B4	chr1	149923317	149927803
MTMR11	chr1	149928651	149936879
OTUD7B	chr1	149937812	150010726
VPS45	chr1	150067279	150145329
PLEKHO1	chr1	150149183	150164720
ANP32E	chr1	150218417	150236156
APH1A	chr1	150265399	150269580
C1orf54	chr1	150268200	150280916
CIART	chr1	150282543	150287093
MRPS21	chr1	150293720	150308979
PRPF3	chr1	150321479	150353233
RPRD2	chr1	150363091	150476566
TARS2	chr1	150487364	150507609
ECM1	chr1	150508062	150513789
ADAMTSL4	chr1	150549369	150560937
ADAMTSL4-AS1	chr1	150560202	150574552
MCL1	chr1	150574551	150579738
ENSA	chr1	150600851	150629612
GOLPH3L	chr1	150646230	150697154
CTSS	chr1	150730188	150765792
CTSK	chr1	150796208	150808260
ARNT	chr1	150809713	150876708
SETDB1	chr1	150926263	150964744
CERS2	chr1	150960583	150975004
C1orf56	chr1	151047740	151051986
CDC42SE1	chr1	151050971	151070325
MLLT11	chr1	151057758	151068497
SEMA6C	chr1	151131685	151146664
LYSMD1	chr1	151159748	151165948
VPS72	chr1	151169987	151195321
PIP5K1A	chr1	151197949	151249536
PSMD4	chr1	151254703	151267479
ZNF687	chr1	151281618	151292176
PI4KB	chr1	151291797	151327715
RFX5	chr1	151340640	151347357
SELENBP1	chr1	151364304	151372707
PSMB4	chr1	151399560	151401937
POGZ	chr1	151402724	151459494
CGN	chr1	151510510	151538692
TUFT1	chr1	151540305	151583583
SNX27	chr1	151612006	151699091
RIIAD1	chr1	151710433	151729805
MRPL9	chr1	151759647	151763496
TDRKH	chr1	151770107	151791416
RORC	chr1	151806071	151831845
THEM4	chr1	151870866	151909637
S100A10	chr1	151982915	151993859
S100A11	chr1	152032506	152047907
